::ffff:127.0.0.1 - - [25/Apr/2022:05:57:23 +0000] "GET /api/posts?user=undefined HTTP/1.1" 200 2 "http://localhost:3000/?user=undefined" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:57:23 +0000] "GET /api/users HTTP/1.1" 304 - "http://localhost:3000/?user=undefined" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:57:23 +0000] "GET /api/events?user=undefined HTTP/1.1" 200 2 "http://localhost:3000/?user=undefined" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::1 - - [25/Apr/2022:05:59:20 +0000] "POST /api/auth/login HTTP/1.1" 200 522 "-" "PostmanRuntime/7.29.0"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:35 +0000] "POST /api/auth/login HTTP/1.1" 200 522 "http://localhost:3000/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::1 - - [25/Apr/2022:05:59:35 +0000] "GET /images/1640949884003profile1.jpg HTTP/1.1" 200 670528 "http://localhost:3000/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:35 +0000] "GET /api/events HTTP/1.1" 304 - "http://localhost:3000/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:35 +0000] "GET /api/categories HTTP/1.1" 304 - "http://localhost:3000/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:35 +0000] "GET /api/users HTTP/1.1" 304 - "http://localhost:3000/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:35 +0000] "GET /api/posts HTTP/1.1" 304 - "http://localhost:3000/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:37 +0000] "GET /api/posts?user=sampath HTTP/1.1" 200 11957 "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:37 +0000] "GET /api/events?user=sampath HTTP/1.1" 200 2 "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::ffff:127.0.0.1 - - [25/Apr/2022:05:59:37 +0000] "GET /api/users HTTP/1.1" 304 - "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::1 - - [25/Apr/2022:05:59:37 +0000] "GET /images/1641544410979download.png HTTP/1.1" 200 2720 "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::1 - - [25/Apr/2022:05:59:37 +0000] "GET /images/1640950548864cook.jpg HTTP/1.1" 200 202867 "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::1 - - [25/Apr/2022:05:59:37 +0000] "GET /images/1641544532595download.png HTTP/1.1" 200 3645 "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
::1 - - [25/Apr/2022:05:59:37 +0000] "GET /images/1640950672042covid.jpg HTTP/1.1" 200 486290 "http://localhost:3000/?user=sampath" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15"
